"Y","Promo","Day","City"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
1,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
1,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
1,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
1,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
1,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Saturday","Vancouver"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
1,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
0,"A","Sunday","Montreal"
