Time,Frequency,Type
5.699115322,0,2
8.776725575,0,2
6.329884605,0,2
6.282118327,0,2
8.611798935,0,2
6.487773286,0,2
7.320570082,0,2
6.575909432,0,2
7.711168514,0,2
5.620188982,0,2
7.973820927,0,2
6.022284882,0,2
5.769434155,0,2
7.115164972,0,2
5.510219912,0,2
8.103454706,0,2
7.090717467,0,2
6.332533321,0,2
8.053388865,0,2
6.225898364,0,2
6.352731518,0,2
8.017366428,0,2
7.517231793,0,2
8.102847147,0,2
4.58367251,0,2
7.317791806,0,2
5.840419976,0,2
7.937798157,0,2
5.947243872,0,2
8.555908851,0,2
5.010832806,0,2
5.700289089,0,2
7.188872469,0,2
6.77580212,0,2
8.543840957,0,2
5.99861184,0,2
6.11782065,0,2
8.399062352,0,2
6.901776891,0,2
7.067204932,0,2
6.417934133,0,2
7.617393322,0,2
6.527176399,0,2
8.080029678,0,2
5.528554137,0,2
6.886790158,0,2
8.98917279,0,2
6.960574622,0,2
6.376656378,0,2
7.971038384,0,2
7.04958733,0,2
7.881633232,0,2
6.675549597,0,2
7.089460211,0,2
7.638820341,0,2
8.212392998,0,2
7.791380069,0,2
6.142638755,0,2
7.536828876,0,2
5.037525418,0,2
5.161293329,0,2
7.537130287,0,2
6.849375189,0,2
8.139158459,0,2
7.542204824,0,2
6.899393979,0,2
8.214772915,0,2
6.738706165,0,2
7.574714911,0,2
8.269304489,0,2
5.429934028,0,2
7.093203167,0,2
6.229321888,0,2
9.058293963,0,2
6.149935051,0,2
7.890426345,0,2
5.532687702,0,2
6.545609995,0,2
8.62232511,0,2
7.556863949,0,2
7.850968729,0,2
7.182412096,0,2
8.599039289,0,2
7.719307428,0,2
6.246207339,0,2
7.339925439,0,2
9.272340155,0,2
7.136186035,0,2
7.951016125,0,2
6.932497159,0,2
7.717322854,0,2
5.237798819,0,2
6.431460918,0,2
6.086324288,0,2
8.126643659,0,2
5.78409181,0,2
8.086908158,0,2
5.809447391,0,2
9.198523878,0,2
7.538654202,0,2
7.628484101,0,2
7.294479721,0,2
6.033199298,0,2
5.679781361,0,2
6.979072123,0,2
8.77879073,0,2
7.28136591,0,2
9.122144079,0,2
6.798623139,0,2
8.174329795,0,2
7.834355981,0,2
8.026318017,0,2
6.015867577,0,2
8.343810521,0,2
6.611109516,0,2
8.322784103,0,2
4.666197258,0,2
8.297392416,0,2
7.508747107,0,2
6.532735197,0,2
6.339807376,0,2
8.559036241,0,2
7.05405504,0,2
7.959040631,0,2
5.792686023,0,2
6.764218996,0,2
8.396699647,0,2
6.546920051,0,2
6.960887381,0,2
6.845998123,0,2
8.215207194,0,2
5.405224886,0,2
6.370529248,0,2
6.046127865,0,2
6.413360189,0,2
8.363459574,0,2
6.353842816,0,2
7.79689134,0,2
6.4616753,0,2
6.831993051,0,2
9.416973163,0,2
8.331593986,0,2
7.286913857,0,2
8.838341868,0,2
6.722685073,0,2
3.423597291,0,2
7.454815132,0,2
7.752834638,0,2
7.943066309,0,2
6.748697991,0,2
8.097485399,0,2
8.318046286,0,2
6.387868344,0,2
8.398187074,0,2
6.66736759,0,2
7.009541971,0,2
5.469310156,0,2
6.821797357,0,2
7.000435097,0,2
7.582175495,0,2
7.504547014,0,2
8.410588581,0,2
5.910285978,0,2
8.657255158,0,2
7.562966317,0,2
8.726171968,0,2
5.994541172,0,2
7.619285293,0,2
6.0245854,0,2
7.76161024,0,2
6.812909508,0,2
7.673465464,0,2
7.848564824,0,2
6.730983966,0,2
6.928407157,0,2
7.726676138,0,2
8.473369289,0,2
5.945355851,0,2
7.193950421,0,2
8.527572324,0,2
6.655724893,0,2
8.061700369,0,2
5.630876409,0,2
6.21339208,0,2
8.484807939,0,2
7.384085655,0,2
6.664713028,0,2
6.389168743,0,2
8.404697789,0,2
6.285663639,0,2
7.372427889,0,2
5.723647086,0,2
6.70107603,0,2
6.200176226,0,2
5.753066704,0,2
5.270427586,0,2
6.012049719,0,2
5.776966837,0,2
5.648409443,0,2
6.81875677,0,2
7.370126324,0,2
8.227361024,0,2
8.697567524,0,2
7.354742177,0,2
7.882901937,0,2
7.067330916,0,2
7.258525878,0,2
8.182072364,0,2
5.473439731,0,2
6.963937496,0,2
5.771768835,0,2
7.262615993,0,2
6.639148325,0,2
6.428579762,0,2
6.602221313,0,2
7.262584554,0,2
6.9737255,0,2
6.72215431,0,2
8.059782915,0,2
6.601285759,0,2
4.668193783,0,2
7.195342739,0,2
7.855953663,0,2
6.664001593,0,2
7.294120342,0,2
6.013021235,0,2
7.38072726,0,2
7.786490423,0,2
6.788188453,0,2
6.910080425,0,2
6.755760454,0,2
6.258135868,0,2
7.775101371,0,2
7.150656937,0,2
5.554457256,0,2
5.983240103,0,2
6.872256618,0,2
7.586738539,0,2
9.40518202,0,2
8.13536647,0,2
7.074465355,0,2
5.694450544,0,2
7.840167725,0,2
6.123996543,0,2
7.894185646,0,2
5.252014393,0,2
7.002622602,0,2
7.626693606,0,2
7.129051698,0,2
9.290547369,0,2
7.353450832,0,2
6.777169454,0,2
6.521473531,0,2
5.365017739,0,2
8.094237379,0,2
7.148914805,0,2
6.177346094,0,2
6.50040797,0,2
6.860554673,0,2
6.554283455,0,2
7.746718318,0,2
7.272812134,0,2
6.692339956,0,2
6.814109,0,2
8.016304111,0,2
8.76579898,0,2
6.982433289,0,2
7.806596009,0,2
6.694131367,0,2
8.329170948,0,2
6.640914806,0,2
6.581918658,0,2
7.081791464,0,2
6.822863414,0,2
7.044732716,0,2
7.73428078,0,2
6.709143136,0,2
7.163805597,0,2
7.237383907,0,2
8.159915239,0,2
8.567265323,0,2
7.980767685,0,2
7.617236732,0,2
5.141450901,0,2
8.257931011,0,2
6.82484649,0,2
7.290406048,0,2
6.853245156,0,2
6.696882515,0,2
6.861627307,0,2
4.754192038,0,2
9.42273452,0,2
5.340088192,0,2
7.626101125,0,2
7.532516971,0,2
5.885876474,0,2
7.810788433,0,2
7.134253961,0,2
5.798414737,0,2
8.79993635,0,2
6.740457758,0,2
7.416600438,0,2
7.150067697,0,2
5.92235737,0,2
5.10635059,0,2
5.035614032,0,2
7.649164946,0,2
8.273793984,0,2
5.587574281,0,2
4.737333285,0,2
7.886938316,0,2
7.198323597,0,2
6.821393506,0,2
6.847430643,0,2
7.954981691,0,2
6.158627918,0,2
6.707170388,0,2
5.932475505,0,2
6.682059824,0,2
7.15293976,0,2
6.684602983,0,2
6.987041444,0,2
8.437467173,0,2
5.216137013,0,2
8.148366848,0,2
6.673614609,0,2
5.362289355,0,2
7.593400658,0,2
7.169959107,0,2
6.956587363,0,2
7.686779241,0,2
6.152250655,0,2
5.712796079,0,2
9.304993778,0,2
8.902051683,0,2
8.185284372,0,2
7.047090516,0,2
6.401242343,0,2
6.943157337,0,2
6.779962159,0,2
9.109456211,0,2
7.419067589,0,2
6.641782528,0,2
6.836124357,0,2
6.068908507,0,2
6.968530672,0,2
8.05000129,0,2
7.319637053,0,2
7.293987236,0,2
7.390945219,0,2
6.234148359,0,2
7.515081465,0,2
7.464665618,0,2
9.359587002,0,2
6.704331846,0,2
9.03952272,0,2
7.79697707,0,2
7.203741558,0,2
7.313180794,0,2
7.131308281,0,2
6.806697147,0,2
7.079995917,0,2
7.432840912,0,2
5.607554231,0,2
9.318841593,0,2
4.905671993,0,2
8.368206504,0,2
6.239315511,0,2
6.363651662,0,2
6.494156712,0,2
6.563868494,0,2
6.436811472,0,2
5.435624034,0,2
7.076605179,0,2
7.631094278,0,2
7.030909974,0,2
8.240795668,0,2
6.776859281,0,2
6.356939075,0,2
5.39496621,0,2
6.844707365,0,2
6.31578483,0,2
6.246600253,0,2
6.959715581,0,2
7.770526046,0,2
6.22279002,0,2
8.007525661,0,2
6.544001589,0,2
6.425026049,0,2
7.032803394,0,2
4.578313634,0,2
5.845373878,0,2
7.741531918,0,2
7.031311579,0,2
7.636040515,0,2
7.835562838,0,2
5.954225706,0,2
5.830684314,0,2
5.794768213,0,2
7.769901993,0,2
7.0444741,0,2
7.224041702,0,2
7.416469006,0,2
5.84444987,0,2
6.071553442,0,2
7.193550184,0,2
7.273745168,0,2
5.105891873,0,2
4.752327719,0,2
7.475908541,0,2
8.018797944,0,2
6.163329931,0,2
6.470662381,0,2
7.147316577,0,2
6.727448638,0,2
7.109064791,0,2
6.75495083,0,2
8.366608087,0,2
5.899479597,0,2
5.633028219,0,2
5.983719013,0,2
7.877664662,0,2
6.154205709,0,2
8.071315845,0,2
6.048174041,0,2
7.732350278,0,2
5.93143092,0,2
5.802357744,0,2
8.937388528,0,2
6.884151177,0,2
7.985309785,0,2
7.315080598,0,2
6.828538715,0,2
6.93045728,0,2
6.297761881,0,2
7.50017408,0,2
6.689077076,0,2
7.279846249,0,2
7.77180483,0,2
8.447824509,0,2
6.852555102,0,2
6.60024489,0,2
6.560521099,0,2
7.674867083,0,2
8.010831522,0,2
5.57507586,0,2
6.681451876,0,2
8.401362569,0,2
7.418886767,0,2
7.106942694,0,2
6.680474847,0,2
7.372137684,0,2
6.254477751,0,2
7.592708314,0,2
6.744969161,0,2
7.666371075,0,2
6.745744427,0,2
5.26865719,0,2
8.386208055,0,2
6.95762661,0,2
5.19207961,0,2
7.038448658,0,2
6.224615893,0,2
7.056197899,0,2
6.399644608,0,2
6.360417706,0,2
7.225629488,0,2
6.65668503,0,2
7.950597826,0,2
8.510570573,0,2
7.316093446,0,2
8.281854597,0,2
8.224431289,0,2
6.417915355,0,2
7.017548155,0,2
7.893884381,0,2
6.273921249,0,2
7.89177509,0,2
6.976835219,0,2
7.265119301,0,2
6.820058445,0,2
6.439422951,0,2
7.550561215,0,2
7.007783649,0,2
5.94683713,0,2
7.583611835,0,2
7.102301727,0,2
7.101329991,0,2
6.533351207,0,2
6.933977474,0,2
6.253335703,0,2
8.083439826,0,2
8.026444273,0,2
7.499512316,0,2
6.131169242,0,2
7.15870899,0,2
6.904429165,0,2
7.39906055,0,2
6.486359752,0,2
6.972833504,0,2
6.811685916,0,2
6.491634817,0,2
5.914313703,0,2
5.458426283,0,2
7.965334032,0,2
7.604066903,0,2
7.134143534,0,2
7.206693774,0,2
7.022625508,0,2
7.038511079,0,2
7.548656764,0,2
6.113865477,0,2
7.186038592,0,2
7.316144206,0,2
7.49138294,0,2
6.41224532,0,2
4.827215142,0,2
8.659162684,0,2
8.617647617,0,2
7.814276719,0,2
9.968256877,0,2
6.246710231,0,2
6.513812102,0,2
7.377781409,0,2
7.178543677,0,2
7.978415152,0,2
6.58788184,0,2
6.181833109,0,2
7.081146986,0,2
7.635260378,0,2
7.143736485,0,2
7.922853957,0,2
7.945258321,0,2
6.821784952,0,2
6.648552176,0,2
8.151907106,0,2
6.018468606,0,2
7.453390923,0,2
7.079558388,0,2
7.127518625,0,2
5.98516535,0,2
5.802455602,0,2
6.694774391,0,2
7.569564239,0,2
7.592410211,0,2
8.473692992,0,2
6.207739409,0,2
5.962014689,0,2
8.517192903,0,2
7.71033194,0,2
7.134819015,0,2
7.959767784,0,2
6.586496519,0,2
5.540845483,0,2
8.574594691,0,2
5.816662736,0,2
7.528496695,0,2
7.410501991,0,2
7.380732429,0,2
6.748960615,0,2
6.242628972,0,2
8.37314813,0,2
8.391894397,0,2
7.413545664,0,2
8.323531881,0,2
6.740806164,0,2
9.001026896,0,2
7.732790824,0,2
8.333893777,0,2
6.922664139,0,2
8.02973824,0,2
7.499576498,0,2
5.849655036,0,2
6.480710446,0,2
6.051462937,0,2
6.510265894,0,2
8.317629289,0,2
8.210871812,0,2
6.586306843,0,2
5.986351385,0,2
6.12654797,0,2
7.976253672,0,2
6.553959064,0,2
5.812202823,0,2
8.065991498,0,2
8.254793964,0,2
5.546596079,0,2
6.963508451,0,2
6.641757996,0,2
7.42181719,0,2
7.332877858,0,2
8.235080665,0,2
6.882094274,0,2
6.68961237,0,2
8.05684588,0,2
6.331477115,0,2
4.901702992,0,2
6.970901717,0,2
6.933413785,0,2
5.144376172,0,2
7.179524254,0,2
7.037490375,0,2
8.50804408,0,2
5.618278495,1,1
5.216649708,1,1
4.733510298,1,1
5.115096061,1,1
3.863989765,1,1
4.06040265,1,1
5.297427687,1,1
6.590243903,1,1
6.578280921,1,1
5.4873633,1,1
5.286936139,1,1
5.307398342,1,1
5.763815689,1,1
5.148430375,1,1
4.617506651,1,1
6.535812949,1,1
4.191276976,1,1
4.836749917,1,1
4.340702428,1,1
3.748479732,1,1
4.364369687,1,1
3.941817607,1,1
5.922549832,1,1
4.598979055,1,1
4.980032757,1,1
5.894396296,1,1
4.367029233,1,1
4.666508955,1,1
5.31820979,1,1
5.177217718,1,1
3.911388236,1,1
5.76165057,1,1
4.245542201,1,1
5.65010213,1,1
6.073098328,1,1
5.525650791,1,1
6.677560859,1,1
5.398964327,1,1
4.752298069,1,1
5.281128485,1,1
5.410763841,1,1
4.914082551,1,1
4.436196746,1,1
4.010388917,1,1
6.129176999,1,1
4.467347511,1,1
6.077598602,1,1
4.60946686,1,1
4.657746136,1,1
4.556185652,1,1
3.476366881,1,1
4.148730706,1,1
4.738576946,1,1
3.724019855,1,1
4.791389352,1,1
3.072394563,1,1
4.708261991,1,1
5.623529826,1,1
3.916249931,1,1
4.661882859,1,1
4.486795834,1,1
3.521694762,1,1
4.915169013,1,1
4.228882526,1,1
4.144080537,1,1
5.909189965,1,1
7.370466526,1,1
4.207611044,1,1
4.376188294,1,1
4.022043779,1,1
4.805545278,1,1
3.487122755,1,1
5.539780461,1,1
3.584778853,1,1
6.849550507,1,1
5.654444509,1,1
5.544690978,1,1
3.995245733,1,1
5.080617014,1,1
4.286789098,1,1
3.813284472,1,1
3.811523769,1,1
3.947361482,1,1
6.839490682,1,1
4.699104826,1,1
7.999941339,1,1
5.475621894,1,1
4.596836462,1,1
2.351980718,1,1
5.246844273,1,1
4.79140056,1,1
5.705638403,1,1
4.079331288,1,1
5.489358241,1,1
4.198590421,1,1
6.772962798,1,1
5.893427511,1,1
3.810141102,1,1
5.097427736,1,1
3.718252343,1,1
5.66275111,1,1
4.982746692,1,1
4.171682215,1,1
5.688804852,1,1
4.583227793,1,1
4.648023426,1,1
4.633343086,1,1
4.579166099,1,1
5.941739654,1,1
3.472251595,1,1
5.707933656,1,1
5.170820643,1,1
4.20017052,1,1
5.139075149,1,1
7.048515282,1,1
6.030219437,1,1
5.24213384,1,1
5.100707305,1,1
4.455905405,1,1
4.595739803,1,1
6.072065953,1,1
4.913278355,1,1
6.749754901,1,1
4.280716307,1,1
6.312018798,1,1
3.953520962,1,1
2.682248852,1,1
6.436615826,1,1
4.720069559,1,1
4.073826331,1,1
5.29104002,1,1
4.476720105,1,1
5.237079689,1,1
6.897719789,1,1
5.084839716,1,1
4.293693701,1,1
6.076042027,1,1
6.320001293,1,1
6.842486534,1,1
3.594357175,1,1
3.520482468,1,1
5.234113841,1,1
4.400613512,1,1
6.089204595,1,1
5.678212271,1,1
5.283673566,1,1
4.295982723,1,1
4.608077181,1,1
3.489561284,1,1
5.945817573,1,1
6.136153115,1,1
4.202544594,1,1
4.276293853,1,1
4.93288139,1,1
5.064270355,1,1
5.680733669,1,1
4.597879025,1,1
6.152975883,1,1
6.767980728,1,1
5.440995658,1,1
6.460248412,1,1
5.174539246,1,1
4.712533783,1,1
4.833958335,1,1
4.624209597,1,1
4.90558777,1,1
5.885733094,1,1
4.78225433,1,1
4.375476671,1,1
5.889862219,1,1
4.372701783,1,1
2.614429764,1,1
2.464319272,1,1
5.167050265,1,1
4.905205132,1,1
6.407533319,1,1
3.274158038,1,1
3.546533768,1,1
4.332352103,1,1
6.562375136,1,1
4.120813477,1,1
3.490072691,1,1
7.21237888,1,1
4.561156902,1,1
4.856921491,1,1
2.983144017,1,1
5.131439809,1,1
3.683143512,1,1
3.540547733,1,1
6.859133801,1,1
3.834774616,1,1
6.13962683,1,1
5.316554364,1,1
6.193454043,1,1
5.324196854,1,1
5.499812697,1,1
5.347955301,1,1
3.723475615,1,1
5.094456901,1,1
6.262404865,1,1
4.505535761,1,1
5.356626599,1,1
6.438775252,1,1
4.462325287,1,1
5.600280236,1,1
6.463316558,1,1
5.229102035,1,1
5.791567541,1,1
5.067537392,1,1
5.256905182,1,1
4.899171078,1,1
2.434967127,1,1
4.279688583,1,1
4.859858896,1,1
3.992104022,1,1
4.963378919,1,1
4.799439306,1,1
5.950459732,1,1
3.326505675,1,1
4.420436928,1,1
6.33000078,1,1
5.194431286,1,1
5.907811727,1,1
3.541386588,1,1
6.20853692,1,1
3.712693179,1,1
3.740549736,1,1
4.646215413,1,1
7.328369503,1,1
5.955256913,1,1
5.776413135,1,1
5.155462792,1,1
6.827144112,1,1
5.021524081,1,1
6.499187106,1,1
5.951489636,1,1
5.190592946,1,1
4.714296245,1,1
3.30884644,1,1
4.222384646,1,1
4.870277694,1,1
4.909524301,1,1
4.134494433,1,1
5.790833083,1,1
4.17510817,1,1
6.042379068,1,1
6.411810696,1,1
4.332385385,1,1
5.826249108,1,1
4.788279857,1,1
4.787387541,1,1
6.698984786,1,1
3.043504112,1,1
5.649335195,1,1
6.30643624,1,1
4.160567261,1,1
4.141409388,1,1
3.978335947,1,1
6.708488833,1,1
5.896026619,1,1
4.549501757,1,1
5.412157814,1,1
5.62026216,1,1
6.238133391,1,1
4.33555301,1,1
6.044289329,1,1
4.064329565,1,1
5.676214397,1,1
4.399214998,1,1
4.985064969,1,1
3.872814172,1,1
3.853588079,1,1
5.839814846,1,1
4.416747417,1,1
5.934674059,1,1
4.166167881,1,1
3.28631038,1,1
4.158440226,1,1
5.167394275,1,1
5.133884926,1,1
5.096724802,1,1
7.167037688,1,1
4.04053156,1,1
4.474274026,1,1
4.716191358,1,1
5.091553268,1,1
4.225999785,1,1
4.748578385,1,1
5.49478068,1,1
5.27497181,1,1
5.029078656,1,1
3.274982978,1,1
5.05218982,1,1
4.986138328,1,1
6.545242765,1,1
6.291263893,1,1
5.313127483,1,1
3.848495368,1,1
5.425029354,1,1
6.263816743,1,1
6.35204686,1,1
5.594687587,1,1
6.384829627,1,1
5.02471262,1,1
3.698739319,1,1
5.633940863,1,1
5.702156811,1,1
3.635976319,1,1
4.620021523,1,1
5.153058076,1,1
4.643069792,1,1
4.694985824,1,1
6.175189032,1,1
4.704050766,1,1
6.059780367,1,1
6.272857592,1,1
5.260059349,1,1
5.680899563,1,1
5.135797642,1,1
4.625799423,1,1
4.139811798,1,1
3.020962268,1,1
4.304478267,1,1
5.340941876,1,1
5.689520004,1,1
3.608414694,1,1
4.695436392,1,1
3.396995963,1,1
6.343344076,1,1
6.546195864,1,1
4.109962788,1,1
5.415298005,1,1
4.376283812,1,1
5.477845382,1,1
5.027382399,1,1
6.598109049,1,1
5.66316114,1,1
4.3350184,1,1
5.752857215,1,1
4.637100635,1,1
5.965872791,1,1
4.797311653,1,1
4.857968724,1,1
4.394951957,1,1
5.83358837,1,1
3.499759602,1,1
6.653599885,1,1
5.122346341,1,1
3.844182438,1,1
4.030628348,1,1
3.721575099,1,1
4.426246936,1,1
4.338683151,1,1
3.462439824,1,1
5.581759248,1,1
4.777744063,1,1
4.49262476,1,1
3.818269551,1,1
4.962977197,1,1
3.80389755,1,1
6.00128812,1,1
5.821507456,1,1
4.924911432,1,1
6.179029143,1,1
5.718848144,1,1
4.142435307,1,1
4.873466048,1,1
4.641955327,1,1
5.079914221,1,1
4.05207305,1,1
3.953002975,1,1
4.775536923,1,1
4.822092924,1,1
4.621292244,1,1
5.429358379,1,1
5.429616404,1,1
6.300626421,1,1
6.2798206,1,1
3.83299468,1,1
4.640250543,1,1
5.83863985,1,1
5.985730701,1,1
4.854331848,1,1
3.339350242,1,1
5.622098756,1,1
3.760475563,1,1
4.798322018,1,1
4.04888413,1,1
6.638134536,1,1
6.118992404,1,1
6.19647305,1,1
6.033761032,1,1
3.77265689,1,1
5.704864349,1,1
4.580524525,1,1
4.830080287,1,1
5.207099588,1,1
4.974454018,1,1
2.375968605,1,1
4.731916936,1,1
4.87005205,1,1
6.03228718,1,1
4.77409437,1,1
5.726394419,1,1
4.354104183,1,1
6.346796859,1,1
5.262032516,1,1
5.782721765,1,1
3.812590179,1,1
5.178273541,1,1
3.727974951,1,1
6.333527284,1,1
4.841078551,1,1
4.692997299,1,1
2.091807401,1,1
7.000184103,1,1
6.075684241,1,1
4.321422607,1,1
5.358042787,1,1
5.500448315,1,1
4.621351955,1,1
4.209625749,1,1
5.287717453,1,1
4.938750838,1,1
4.041943261,1,1
6.678080325,1,1
5.038504232,1,1
3.719795906,1,1
6.068058271,1,1
3.118838989,1,1
6.220596991,1,1
6.02652522,1,1
5.915095306,1,1
5.571226507,1,1
5.168733711,1,1
4.735110728,1,1
3.453924631,1,1
5.33572247,1,1
3.141243984,1,1
4.988984364,1,1
4.925165422,1,1
4.989292701,1,1
4.611688297,1,1
5.892035241,1,1
6.5684295,1,1
4.157025859,1,1
4.160121484,1,1
4.780883442,1,1
3.171962685,1,1
5.12348113,1,1
5.025281339,1,1
3.947559432,1,1
5.064126263,1,1
4.741213689,1,1
4.946310275,1,1
3.535525215,1,1
5.109987544,1,1
4.603436536,1,1
5.288217325,1,1
5.043272945,1,1
6.18093185,1,1
5.384657604,1,1
4.291220444,1,1
5.148889217,1,1
5.885750234,1,1
5.795214951,1,1
5.193282944,1,1
5.132775083,1,1
6.566633926,1,1
4.997234935,1,1
6.180187476,1,1
5.832673091,1,1
4.582434443,1,1
6.238922473,1,1
5.406733776,1,1
4.88436274,1,1
6.192289471,1,1
6.077549371,1,1
5.531291783,1,1
3.435837309,1,1
4.409987966,1,1
4.971324189,1,1
5.596318899,1,1
5.451393885,1,1
6.207593343,1,1
4.415492521,1,1
5.891051622,1,1
5.588344676,1,1
5.544897424,1,1
5.469799176,1,1
4.384723015,1,1
4.824597793,1,1
3.791926997,1,1
4.381196924,1,1
5.850592254,1,1
4.936189494,1,1
3.347618814,1,1
5.348810681,1,1
4.614591585,1,1
6.797443505,1,1
4.045656212,1,1
4.563142942,1,1
7.796020838,1,1
4.681260892,1,1
4.291648632,1,1
3.338853124,1,1
6.23332633,1,1
8.275154619,1,1
5.883546228,1,1
6.997954144,1,1
5.12196471,1,1
5.97014836,1,1
5.745354912,1,1
6.100866922,1,1
5.78375852,1,1
5.005548653,1,1
4.728491212,1,1
5.030997135,1,1
4.546582454,1,1
5.63864734,1,1
5.881331981,1,1
4.291861244,1,1
5.239303853,1,1
4.528895349,1,1
4.579630475,1,1
4.519927798,1,1
6.259247892,1,1
6.060875362,1,1
4.614309292,1,1
4.350940935,1,1
4.803157464,1,1
5.186373608,1,1
5.624820577,1,1
4.787008187,1,1
3.710436873,1,1
4.208448183,1,1
5.103902345,1,1
5.220971525,1,1
3.162233742,1,1
5.722868148,1,1
4.203037758,1,1
5.707111028,1,1
5.166995012,1,1
6.032276398,1,1
3.32993417,1,1
5.01988691,1,1
5.321423653,1,1
4.789447131,1,1
4.810576326,1,1
5.013749876,1,1
6.56025518,1,1
4.289984605,1,1
4.06384046,1,1
5.997224276,1,1
5.226516076,1,1
3.314211066,1,1
3.608173117,1,1
4.615591284,1,1
4.529300132,1,1
5.724554772,1,1
5.844874491,1,1
3.914037401,1,1
6.320265419,1,1
3.802404419,1,1
5.859920243,1,1
5.272784403,1,1
5.234166156,1,1
4.134109866,1,1
3.450861244,1,1
4.782411251,1,1
4.372023831,1,1
5.161718936,1,1
4.639440162,1,1
5.272803771,1,1
5.184803672,1,1
3.557852168,1,1
5.555151614,1,1
7.43671088,1,1
4.615951789,1,1
6.631351419,1,1
6.768168886,1,1
3.653048706,1,1
3.273044556,1,1
5.968813378,1,1
5.38960062,1,1
4.346984448,1,1
4.728435105,1,1
6.42827502,1,1
5.293879332,1,1
4.245174167,1,1
5.878274343,1,1
5.045226263,1,1
6.287775334,1,1
3.633801464,1,1
5.350428739,1,1
6.561723415,1,1
6.131140827,1,1
6.136174853,1,1
3.280676152,1,1
4.802465389,1,1
4.93727893,1,1
4.837743013,1,1
4.81210686,1,1
6.795207084,1,1
5.076751768,1,1
3.940531772,1,1
6.352966298,1,1
4.933071641,1,1
3.436230077,1,1
5.091117742,1,1
5.767160047,1,1
5.23918455,1,1
5.66260553,1,1
5.990759989,1,1
4.495898231,1,1
4.290364133,1,1
4.43157783,1,1
2.727315732,1,1
2.81587768,1,1
3.647474603,1,1
3.337682257,1,1
5.781245587,1,1
5.441017953,1,1
5.971184494,1,1
4.316841182,1,1
4.986398964,1,1
5.313965582,1,1
6.435198596,1,1
4.951143576,1,1
4.700939389,1,1
6.041517345,1,1
2.94741801,1,1
5.282099204,1,1
3.922959986,1,1
5.78595809,1,1
6.265309565,1,1
5.435734188,1,1
3.617702621,1,1
3.280671214,1,1
5.369965172,1,1
4.994205566,1,1
5.324600262,1,1
4.868300637,1,1
5.014603843,1,1
5.935947366,1,1
5.201252145,1,1
3.85982409,1,1
4.506104962,1,1
2.910414237,1,1
5.717202026,1,1
3.732086756,1,1
6.039186992,1,1
5.039469997,1,1
5.923392036,1,1
4.701577404,1,1
4.964770729,1,1
5.627739328,1,1
4.768763923,1,1
6.162949373,1,1
5.241570694,1,1
4.23434165,1,1
4.283570114,1,1
4.715119187,1,1
4.681065366,1,1
6.31847816,1,1
6.067984921,1,1
6.663448307,1,1
6.14920486,1,1
4.875925192,1,1
5.464020648,1,1
5.54018477,1,1
4.611693003,1,1
4.352574701,1,1
7.121926193,1,1
5.335929339,1,1
5.529562115,1,1
4.157353999,1,1
5.032369434,1,1
4.45992365,1,1
5.516514455,1,1
5.658813514,1,1
5.355277871,1,1
4.837146115,1,1
4.823990126,1,1
4.753654807,1,1
4.186840002,1,1
3.587653588,1,1
4.857947629,1,1
6.429202943,1,1
4.410355053,1,1
7.438800878,1,1
4.225888157,1,1
5.106407786,1,1
4.508282407,1,1
4.897635903,1,1
3.634811526,1,1
5.238338213,1,1
5.562831369,1,1
4.266959908,1,1
5.882346354,1,1
4.803076066,1,1
6.111849195,1,1
4.662962256,1,1
4.907324902,1,1
4.117966363,1,1
5.145066984,1,1
5.36007157,1,1
3.032288276,1,1
5.308738791,1,1
4.104264627,1,1
5.794100363,1,1
5.640893069,1,1
5.739591647,1,1
4.973326246,1,1
4.525803492,1,1
5.785263671,1,1
3.662603075,1,1
3.901508332,1,1
4.686776636,1,1
5.31636931,1,1
4.960199781,1,1
4.972548988,1,1
5.187521146,1,1
5.511924512,1,1
3.814211806,1,1
6.191008471,1,1
4.823776346,1,1
5.050964738,1,1
2.489620425,1,1
4.420057586,1,1
5.296597514,1,1
5.510460289,1,1
5.376840616,1,1
3.885125419,1,1
4.284375484,1,1
4.795178055,1,1
4.370519187,1,1
4.623924453,1,1
5.701563632,1,1
4.064715799,1,1
4.709859584,1,1
3.584091874,1,1
4.156531759,1,1
4.470946245,1,1
5.213010397,1,1
4.542022336,1,1
4.746614098,1,1
5.236686544,1,1
5.656133296,1,1
6.13356349,1,1
3.925734969,1,1
6.082512727,1,1
2.982194544,1,1
5.911732808,1,1
3.722180722,1,1
4.943253248,1,1
4.088141212,1,1
5.286752124,1,1
5.99314967,1,1
5.288424085,1,1
4.344469096,1,1
6.646140254,1,1
4.714400679,1,1
5.047025072,1,1
5.258154075,1,1
4.974215842,1,1
6.045633448,1,1
3.86279232,1,1
5.447878825,1,1
5.159090672,1,1
4.886119184,1,1
5.679986186,1,1
6.490919047,1,1
4.938282216,1,1
4.982600934,1,1
5.543837356,1,1
5.98888954,1,1
6.559735622,1,1
4.392884091,1,1
5.085768392,1,1
3.753465629,1,1
5.221386519,1,1
3.406144481,1,1
5.519638324,1,1
5.370189835,1,1
5.004784444,1,1
4.950343924,1,1
7.028610447,1,1
4.355731413,1,1
5.42734149,1,1
5.601215912,1,1
4.169772313,1,1
5.300977531,1,1
4.993990891,1,1
3.660283463,1,1
3.860782384,1,1
