"Y","X1","X2","X3"
1.448,1.2612,-0.09327,-0.27412
0.895,-1.1628,0.45406,0.0053968
2.079,1.6865,-0.11274,-0.1094
0.20212,-0.60118,-0.11108,0.065369
1.8309,1.4317,-0.20991,-0.50902
-0.089616,-0.8153,0.47705,0.76721
0.62124,0.28994,-0.10073,0.11743
0.47839,-0.56476,-0.48961,-0.8008
0.73219,-1.0361,0.1133,-0.17414
-0.031287,0.20356,0.029106,0.52051
0.88258,-1.1753,0.82493,0.5075
1.4049,0.50156,-0.096731,-0.18
1.2083,1.618,-0.089258,0.39229
1.6283,0.67807,-0.18707,-0.64376
1.9983,1.6455,-0.30494,-0.5259
1.0442,-0.26927,0.3405,-0.44928
-2.4022,-1.9814,0.21905,0.26484
-2.4727,-1.5988,0.33282,0.63773
0.21564,1.248,0.25264,0.21868
-1.1236,0.18195,-0.24252,-0.35601
2.3365,-0.25588,0.33455,-0.11601
0.56474,0.71855,-0.44031,-0.16953
0.26479,0.9854,-0.64315,-0.16563
-1.5727,-0.90232,-0.11038,0.21174
-2.8862,-0.73793,0.0059616,0.35311
0.13745,-1.1055,0.54533,0.19936
-1.6007,-1.1799,0.35262,0.77274
-1.2486,-0.1694,-0.21374,0.35797
1.9265,0.27433,-0.4647,-0.94514
1.1809,1.0891,-0.49036,-0.49191
-0.36529,-1.1249,0.45446,0.43877
0.86469,0.41921,-0.15697,-0.068183
1.0446,0.17399,-0.038775,-0.81737
0.41372,-0.1665,0.40237,0.12982
1.1337,0.86297,-0.29706,-0.14743
-0.5211,-0.61208,0.13159,-0.18174
1.1095,0.86732,-0.49642,-0.56678
0.1568,0.59038,-0.19747,0.18322
2.0358,0.6355,0.135,-0.21552
0.64835,0.98691,-0.48795,-0.095531
-0.66958,-0.23995,-0.17139,0.24433
-1.3417,-0.090949,-0.21845,0.23219
1.2685,-0.17193,-0.28218,-0.4676
0.50664,-0.02869,-0.31286,-0.27936
-2.7504,-0.82129,-0.10789,0.2766
-0.062,0.80213,-0.051754,-0.10079
-0.22357,-2.029,0.90665,0.62664
0.21536,-1.2932,0.15014,-0.29458
2.2215,1.4207,-0.33142,-0.20451
-0.21253,-0.11384,0.14647,0.51316
0.011035,0.52469,0.31225,-0.21789
2.2655,0.042534,0.041126,-0.38297
1.5326,-0.50181,0.12114,-0.39342
0.61029,-1.7185,0.14667,-0.15097
-2.7183,-1.2294,0.12547,0.29946
1.9143,1.1477,0.046488,-0.24072
-2.0046,-2.0926,0.080772,-0.16202
-0.0050895,-1.0727,-0.22965,-0.4369
0.45652,0.84558,-0.41917,-0.19691
-1.3292,-0.040909,0.15207,-0.01402
-1.6384,-1.2351,0.090693,0.21574
1.4088,0.92162,-0.36769,-0.50354
0.38281,-0.3928,-0.14643,-0.27859
-0.42325,-0.72359,0.10064,-0.27579
0.3154,0.6125,-0.052355,-0.16599
-2.3607,-2.0892,0.35741,-0.0010495
1.6297,2.2195,-0.77764,-0.82064
-1.7363,-0.73032,0.027607,0.36085
-2.6218,-1.5966,0.31333,0.45239
-0.17455,0.098699,0.34301,0.16321
0.73727,1.2254,0.050492,-0.19666
-0.91389,0.68891,-0.24893,-0.10308
-2.0855,-0.36171,-0.013819,0.0076669
-1.7935,-1.5298,0.21234,0.28308
-0.11604,0.39013,-0.41667,-0.037692
-1.9949,-1.6928,0.22789,0.39093
0.0076027,1.2556,-0.40267,-0.39266
-2.0402,-1.1463,0.26274,0.37539
-1.5307,-1.1797,-0.088117,0.10942
1.5048,-0.055624,0.091691,-0.22638
1.517,0.66297,-0.22138,-0.28857
-0.49984,-1.0367,0.39816,0.66143
1.5675,0.95052,0.086276,0.051098
-0.099292,0.32131,0.0324,0.51886
1.9338,1.0617,-0.49284,-0.83041
1.3933,0.32117,0.042364,-0.57317
0.18619,-1.2097,0.25503,-0.060092
0.90139,0.94368,-0.20187,-0.15031
1.5682,1.0799,-0.53059,-0.39985
-0.030692,-0.32791,-0.0087029,-0.25375
1.2253,-1.6827,0.97808,0.72521
0.22503,-1.2291,0.032739,-0.30418
-0.79614,-1.4446,-0.349,-0.59869
0.90841,1.6312,-0.60283,0.23988
-2.2924,-0.79749,-0.012754,0.13151
-2.1269,0.8476,-0.61029,-0.31935
1.1573,-0.32628,0.14658,0.07363
-1.9143,-2.17,0.73733,0.59551
2.4257,-0.14957,0.36398,0.14069
1.0347,0.019177,0.18843,0.19868
0.58035,0.73536,-0.10309,0.2963
0.70988,0.45833,-0.0085628,0.19579
1.0815,-0.63492,-0.29414,-0.998
1.0937,2.3688,-0.77382,-0.19186
0.30185,0.19526,0.25955,0.084874
0.57943,0.14602,-0.14984,-0.034124
-0.66154,1.8532,-0.41031,-0.21861
0.99399,-0.13753,0.31604,0.27117
1.5171,1.4345,-0.067712,-0.12223
-0.52375,-0.51547,0.15149,0.41687
0.46917,0.14869,-0.029837,0.090683
0.56739,1.0343,-0.3384,-0.38284
1.548,0.18452,0.20356,0.023898
0.14512,0.53559,-0.061196,-0.58833
-2.3191,-0.41343,-0.0053922,0.28783
-2.1845,-1.8103,0.63887,0.30928
-0.78861,-0.85848,-0.1834,-0.29806
-1.282,-1.5628,0.70722,0.79044
1.6398,-0.46956,0.35045,-0.31813
1.0204,-1.3043,0.6135,0.19747
-2.6255,0.56261,-0.64297,-0.25101
0.79377,0.67033,0.21902,-0.22911
2.1519,1.2937,0.020527,0.24875
-0.80239,-0.97381,-0.16957,-0.34085
-1.9126,0.17679,-0.056266,0.05752
0.28656,-0.4231,-0.0015033,-0.13241
1.453,1.4427,-0.32574,-0.69228
-0.11056,-0.33805,0.12565,0.25061
1.9343,-0.11432,0.158,-0.44098
-0.96971,-0.06506,-0.30069,-0.55738
1.4919,0.65811,-0.083453,-0.17618
2.0525,1.1062,-0.29102,-0.71198
0.48414,0.22542,0.59848,0.16703
0.5578,0.41768,0.062019,0.21785
2.2943,0.0091573,0.07583,-0.36851
-0.29728,-0.49338,-0.20459,-0.17971
1.128,1.1594,-0.25611,-0.6405
1.491,0.7913,-0.31897,-0.4369
1.5091,0.67465,-0.51986,-0.92496
0.98158,0.74286,-0.11117,0.0092777
0.66739,-0.0072327,-0.18973,-0.29063
-1.3047,-0.71475,0.071059,0.51958
1.0647,-0.85773,0.53929,0.23308
1.0889,0.059369,-0.0728,-0.11771
-0.78838,0.29793,-0.14033,0.32597
1.7993,0.69167,0.17298,0.25481
0.3474,0.37873,-0.35606,-0.4234
1.2042,0.31955,0.44677,0.6918
0.87428,0.70472,-0.15518,-0.22561
-0.72192,-0.41795,0.41316,0.044353
1.3344,0.43905,-0.0312,-0.097686
-2.1495,-0.78856,0.062809,0.59957
1.4835,-0.51642,0.47272,0.35002
-0.73205,1.1907,-0.40764,-0.52476
1.1775,-0.41837,0.2482,-0.011327
0.98834,1.777,-0.40948,-0.5832
-2.4305,0.3234,-0.07961,0.51554
0.34238,-2.0752,0.63859,0.029108
1.2679,1.021,0.0032021,-0.31083
-2.1136,-0.58913,-0.0064402,-0.092602
-1.0791,0.42824,-0.70086,-0.12543
-1.899,0.086038,-0.33501,-0.39222
-1.4549,-1.5198,0.094416,0.039058
-0.63322,-0.6464,-0.17055,0.42764
0.48363,0.22767,0.7649,0.18004
0.97615,0.47368,0.35051,-0.13463
-2.5136,-1.3567,0.22029,0.55123
-2.4266,-1.8295,0.15165,-0.31211
-1.1243,0.076865,-0.090972,-0.15792
-0.11627,0.25921,-0.23341,0.18118
0.012346,0.0079784,-0.27182,-0.078229
-2.6397,-1.1047,-0.13828,0.13491
-2.0744,-0.30996,0.10187,0.73563
1.9109,-0.1206,-0.030723,-0.43532
0.72211,2.1366,-0.51771,-0.56998
1.6206,1.0109,0.21465,0.36676
0.70371,0.5836,-0.4124,-0.1579
1.2168,0.98375,-0.30675,-0.074298
2.0813,0.59731,-0.073503,-0.21955
1.0813,1.1485,-0.66654,-0.67802
-1.8913,-1.0236,0.14174,0.41759
0.93758,-0.22159,-0.14385,-0.012317
-0.84894,0.38303,-0.2039,-0.46363
-2.6407,-0.63103,0.029023,0.21164
0.44945,1.8563,-1.0391,-0.41364
1.3475,1.3236,-0.58166,-0.4645
1.9938,0.57667,0.064811,0.085662
-0.98012,-0.096353,-0.24075,0.28167
1.641,0.84005,-0.44643,-0.91198
0.89463,-2.2102,0.35362,-0.20886
2.266,0.44679,-0.10682,-0.42197
0.48601,0.13397,0.068444,0.58135
-2.0466,-1.408,0.03945,0.11107
1.7195,0.20855,0.20457,-0.50558
-0.56711,1.4412,-0.34883,-0.21353
-0.46702,0.38517,-0.1465,0.38797
0.54297,0.64058,-0.080691,0.57641
0.79021,1.3507,-0.5379,-0.48531
1.0235,-0.098248,-0.43505,-0.44736
0.60563,-0.061714,-0.24935,-0.22851
1.3748,0.74659,-0.12633,-0.040277
1.4977,-0.33781,0.21639,0.044514
1.8998,0.83699,-0.48194,-1.174
1.5755,0.3377,0.24769,0.17964
1.4623,1.0919,-0.044967,0.14416
-2.7077,-0.25832,-0.19973,0.39265
0.81974,1.2507,0.09565,-0.066286
1.8348,1.0933,-0.039972,-0.10471
-1.8699,1.448,-0.53921,-0.068317
-2.4404,0.63183,-0.31604,0.18215
-0.30208,-0.81225,0.15814,0.36009
1.5743,0.83911,0.063101,-0.25259
1.2618,-0.62796,0.47542,0.2209
1.5666,1.3988,-0.36675,-0.38269
2.2068,0.43183,0.034221,-0.11702
-0.66136,-1.7628,0.28221,-0.075817
-1.7557,-0.96776,0.39902,0.0966
0.56762,1.1378,-0.53297,-0.63219
0.24932,1.0453,-0.42397,-0.19919
0.73484,1.6413,-0.38617,-0.13605
1.7198,0.56876,-0.13137,-0.40633
-2.4041,-0.7082,0.38566,0.76067
1.1307,0.72131,0.33107,-0.056914
0.59162,0.29821,-0.21364,0.0015164
-0.54858,0.48985,-0.57986,-0.29162
1.8406,0.202,0.0047198,-0.21684
1.6274,2.2443,-0.6954,-0.61329
-1.6332,-1.2509,0.44651,0.57933
-1.5279,0.2575,-0.20516,-0.32705
-0.90458,-0.40048,-0.19118,0.035936
1.87,0.68753,0.040197,0.031486
-0.70362,1.1741,0.055657,1.0286
-0.24534,-0.36204,0.11448,0.49343
0.026129,0.072522,0.10866,0.53323
-0.88112,-0.19758,-0.33071,0.068112
0.32471,-0.46085,0.096645,0.11824
-1.9531,-1.2718,0.067116,0.36227
-2.4,0.074235,-0.35632,-0.10156
1.6109,1.7964,-0.66095,-0.70222
-2.7215,-0.39339,-0.14163,0.4068
-2.5933,-1.9088,0.56933,0.67056
0.72946,-1.5271,0.59359,0.39408
0.12261,-1.1506,0.1214,0.0033872
0.13936,0.96263,-0.55055,-0.058828
-1.999,0.4608,-0.29219,-0.087087
-0.15328,-0.26931,-0.18898,-0.16789
-0.0018941,-0.67346,-0.16979,-0.25122
-1.7368,-0.9784,-0.20322,-0.093803
0.74643,-1.2208,0.41907,0.18852
0.64233,0.20974,-0.1852,-0.2704
-0.97213,-1.7962,0.65909,0.55369
1.9245,0.059968,0.20016,0.014927
-0.2212,-0.85988,0.16055,0.78619
-2.1729,-0.68284,0.029148,0.45784
0.70166,-1.3224,0.46402,0.29213
1.6247,-0.84246,0.22262,-0.22181
-1.7652,-1.3379,0.051848,0.12834
-2.2007,-0.18079,-0.36654,0.10097
1.7907,0.05089,0.072453,-0.38172
-0.42179,0.99998,-0.61193,-0.1115
1.3502,0.6801,0.16206,0.25412
0.82699,-0.79911,0.30476,-0.10552
-2.4264,-0.64669,-0.16231,-0.21257
-1.9266,0.29506,-0.16724,-0.051596
1.1957,0.75327,-0.43699,-0.16183
0.73704,0.74163,0.017464,-0.47615
1.1872,-0.17429,-0.24311,-0.49565
1.2586,0.060961,0.040857,0.0041537
-0.6698,1.5273,-0.53743,0.56597
0.36378,0.14526,-0.28611,-0.068221
1.2272,0.32421,0.20165,0.48223
-2.1385,-1.0553,0.44135,0.69593
0.13088,0.24327,0.51472,0.14254
2.1776,0.62842,-0.20551,-0.34588
-0.098835,-1.0026,0.26978,0.21351
0.92553,-0.204,0.293,0.15395
1.4031,-1.2523,0.60303,0.071508
0.59345,-0.43339,-0.11997,-0.27292
0.41321,-0.94608,0.21351,0.35646
-2.786,0.63011,-0.52051,0.16634
1.0222,0.5133,0.011983,0.12509
0.66675,1.2685,0.057592,-0.1506
1.619,0.079093,-0.31863,-0.84231
0.42508,0.49302,0.093335,0.50899
0.36447,0.096325,-0.55678,-0.52103
-2.747,-1.5144,0.11707,0.16866
1.6349,0.9842,0.15972,-0.17894
1.3798,0.98515,-0.078269,-0.44386
1.576,0.9522,0.077528,0.21016
0.20728,1.6857,-0.71911,-0.32982
0.96757,0.9127,0.034075,0.31109
-1.9696,0.48182,0.012332,0.33873
-2.4126,-0.073589,0.060387,0.41044
1.9777,1.1448,-0.0088685,-0.11838
-0.031376,-1.06,0.476,0.13874
0.752,-0.1519,0.072138,0.45405
1.9423,0.9462,-0.077695,-0.52635
-2.4446,-1.7247,0.41534,0.7003
-0.46286,2.4257,-0.70739,-0.46394
-1.3049,-0.90611,-0.24381,-0.040941
-1.9813,-1.0091,0.2385,0.756
1.0884,0.82579,-0.099929,0.23107
0.6788,-0.01413,0.17916,-0.095829
-0.43535,-0.81313,-0.16348,-0.33871
0.63548,-0.20641,0.39682,0.61612
-2.7272,-1.1809,0.10252,0.13152
1.6477,0.74193,-0.05711,-0.14548
-1.386,0.93459,-0.28761,-0.17668
-1.652,-1.3181,0.32056,0.5068
-1.3767,-0.80606,0.58738,0.4379
-0.0025788,0.089997,-0.11936,0.22
1.5091,0.20507,0.67551,0.20874
1.3714,0.22771,-0.016523,-0.021978
-1.9246,-0.16095,-0.34299,0.27468
-0.23083,-0.045217,0.073811,-0.30533
0.7143,-2.0096,0.45298,-0.018144
2.2637,1.0235,-0.10026,-0.058246
-1.0646,-1.4473,0.59963,0.8993
0.23996,-1.151,0.078883,-0.22504
0.19701,-0.75843,-0.1754,-0.38698
-2.0094,-0.95494,-0.19192,0.13466
0.07789,-0.51632,0.35843,-0.12192
0.46415,0.5961,-0.56974,-0.34577
1.2873,-0.81307,-0.0018866,-0.50965
1.7531,0.50901,-0.28911,-0.40165
0.93635,-0.47815,0.13613,-0.11646
-2.8701,-0.37075,0.10536,0.61827
-0.014308,-0.73636,0.18695,0.20495
-1.5822,-0.86552,0.13876,0.46195
2.039,1.1852,-0.30932,-0.71511
2.1918,0.0059165,0.31902,0.13165
1.4555,0.17724,-0.30424,-0.47977
-1.7564,-0.50878,0.019403,-0.2286
1.186,-0.31732,0.25229,0.2157
2.5065,0.73101,-0.19315,-0.48414
0.82791,0.4714,-0.098609,-0.11904
2.235,0.56139,-0.45209,-0.79271
0.39203,0.35476,-0.11776,0.28065
2.0395,1.3948,-0.067992,0.17218
1.4482,1.4213,-0.47972,-0.78455
-1.4326,1.1708,-0.06125,0.42253
-1.0081,-0.63816,-0.02292,0.34422
-0.55155,0.17059,-0.17005,0.26173
0.61394,-1.8571,0.72648,0.53963
1.2905,0.47107,-0.12504,-0.16613
-1.0139,-0.90482,0.26074,0.3835
-1.6336,0.28865,-0.1823,0.40109
-1.587,-1.5602,0.21922,0.39284
-1.1446,0.10567,0.026506,-0.2098
0.96734,1.088,-0.12103,0.1706
1.3099,1.2132,-0.084718,-0.34905
-0.93671,-0.93783,-0.054154,0.10759
1.3617,0.044648,0.012326,-0.2039
1.2942,0.81448,-0.56926,-0.78087
1.4358,1.8507,-0.27593,-0.3175
-0.41422,1.392,-0.29665,-0.57618
-1.3702,0.49571,-0.798,-0.33858
0.23202,0.047522,0.038523,-0.32732
1.6766,0.095707,0.37169,0.15493
-0.24101,-0.62479,0.33318,0.55826
-1.159,-0.75549,0.52395,0.13151
0.72106,0.71042,-0.028094,-0.060096
0.75442,0.077855,-0.36367,-0.60362
-2.8435,-0.26441,-0.42062,-0.078517
1.7323,1.8899,-0.030779,-0.00072768
-0.075035,1.2196,-0.278,-0.70785
1.633,1.4176,-0.67688,-0.72602
1.8778,0.057687,0.35512,-0.045752
0.93977,0.57419,-0.23151,-0.2616
-1.6287,-0.27538,0.025172,-0.15561
0.58268,0.82735,0.20663,-0.1423
-2.6774,-0.73589,-0.1258,0.19862
-0.53954,1.3154,0.22544,0.60353
0.35433,-0.32473,0.064588,0.086665
-0.18884,0.57669,-0.069084,0.66257
1.2541,0.22508,-0.089602,-0.84743
0.52535,0.26326,0.10019,-0.10028
0.82489,2.8965,-0.65817,-0.74815
-0.95966,0.81177,0.1359,0.21496
-0.46679,-0.92451,0.24004,0.32126
1.8718,1.7243,-0.37732,-0.582
-2.3207,0.55972,-0.52676,0.029622
-1.2226,0.98133,-0.45842,-0.26093
1.3601,-0.29691,0.070593,-0.23347
1.8622,0.49569,0.15129,-0.088062
1.7748,-0.81874,0.66424,-0.29534
-0.71809,-0.75012,0.40787,0.63073
1.7541,0.55695,-0.15178,-0.20002
0.55324,1.2077,-0.4054,-1.2202
0.028868,-0.49378,0.45445,0.69069
-1.4996,-1.3969,1.086,0.79906
-0.71093,-0.22814,-0.29131,0.048189
0.36949,0.229,-0.12111,0.042611
1.5656,0.50237,0.18817,0.042137
0.34265,-0.25462,0.27367,-0.51412
1.6492,0.63653,0.10641,-0.4366
0.78313,1.3944,-0.36785,0.013427
-1.6012,-2.5478,0.43457,0.24045
0.10943,-0.77116,0.16045,-0.21621
0.71284,0.44922,-0.24385,-0.25568
0.93931,0.76413,-0.19732,-0.10283
0.55329,0.20685,0.31092,-0.24635
0.44899,0.67579,-0.18731,0.30461
0.9777,0.041794,-0.090044,-0.18084
1.6698,0.32883,0.035072,-0.023345
-0.21207,-0.10009,-0.25313,-0.095883
-0.6661,1.5393,-0.42975,-0.25876
-1.0963,-0.56265,0.032425,-0.28538
0.17314,-0.2683,0.74314,0.22868
-2.0127,-0.21148,-0.19585,0.15718
1.6252,-0.22318,0.079258,-0.14861
2.2771,0.90838,-0.079405,-0.061808
-2.806,-1.6321,0.16026,0.26886
-2.0884,-1.295,-0.0087355,0.086745
-2.8595,-1.2396,0.087462,0.27296
-0.069019,1.0311,-0.25968,-0.72661
-1.2535,-0.96363,0.53732,0.81386
1.9979,-1.0353,0.92301,0.023842
1.6088,-0.32935,0.48174,0.040991
0.74507,0.56865,0.085956,0.60634
-2.3879,-1.8061,0.82012,1.2483
1.6865,1.3959,-0.49124,-0.37867
-0.95921,0.55692,0.10442,0.028489
0.57715,-0.33141,-0.029983,-0.016111
-2.7768,-1.9497,-0.072165,-0.27225
1.8773,1.613,-0.56796,-0.65922
-2.346,-0.22677,-0.07279,0.24208
0.70486,0.083688,-0.10512,0.024081
1.3358,0.73438,-0.26471,-0.34739
0.051871,-0.55543,0.15181,0.36207
0.83827,0.43795,-0.12443,-0.060017
0.20311,2.2615,-0.24182,-0.34826
-0.91649,-0.51378,0.1179,-0.49701
1.9497,0.99268,-0.1361,-0.3844
0.52804,-1.3563,0.21563,0.073046
1.3358,0.29147,-0.11059,0.25756
-2.8466,0.31264,-0.57571,0.070617
0.15917,0.098686,-0.35552,0.068745
-1.0137,-1.6618,0.16645,-0.13632
-1.3816,0.16294,-0.41873,-0.98557
1.7604,-0.56875,0.25328,-0.77722
-1.375,-0.83341,0.13291,0.5617
2.5138,1.7021,-0.42097,-0.58001
-0.26903,-0.13423,-0.37614,-0.26919
0.24366,-0.61151,0.27516,-0.65811
1.8862,1.8522,-0.2883,-0.39967
-2.3127,-1.2145,0.65933,0.69613
-0.28578,-0.099213,-0.29746,-0.047909
1.2681,1.2724,-0.028418,-0.24243
0.84845,0.31197,0.12267,-0.5068
-0.55355,-0.24224,0.14976,-0.27322
1.9548,0.9437,-0.41871,-0.55523
0.37604,1.2221,-0.065851,-0.64347
-2.9016,0.14314,-0.489,0.08242
-0.11855,-1.3056,-0.021707,-0.19506
0.6479,0.41837,-0.47427,-0.3391
-2.7119,-1.1428,-0.083199,-0.17218
1.5513,0.703,0.24576,-0.20142
0.40696,-1.3879,0.21134,-0.10596
-2.3901,0.34781,-0.27497,0.28342
0.28756,-0.22865,-0.39019,-0.21517
-2.7872,-0.78615,-0.082279,0.16811
0.11157,-0.77567,-0.004399,-0.095184
0.1872,-1.3932,0.18716,0.15498
0.68322,1.9309,-0.73046,-0.21252
0.38875,-0.47974,-0.13786,-0.49395
0.1762,0.7755,-0.06844,-0.13894
-0.85935,0.78554,-0.64542,-0.16695
-2.6496,-1.0716,0.17185,0.4894
0.8295,0.30276,0.44985,0.57393
-0.54835,-1.9918,0.47501,0.073716
1.8344,0.49989,0.089981,-0.18544
-0.42156,0.34467,-0.47499,-0.23344
-2.2413,0.27896,-0.10249,0.23795
-0.039086,2.2305,-0.73284,-0.70498
0.54228,-1.2985,0.19475,0.062779
-0.64661,-0.26487,0.63872,0.29458
0.064106,0.24975,0.23581,0.061545
0.40011,-0.23053,-0.2166,0.030912
-2.3891,-1.3382,0.38433,0.42155
1.9518,1.2918,-0.27128,-0.069992
1.504,-0.32697,0.23041,-0.56468
0.56953,-0.17813,0.13762,0.11127
0.94922,-1.1568,0.54407,0.20096
-1.0039,-1.3307,0.022931,0.60855
1.6063,-0.22792,0.043769,-0.49002
-1.9424,-0.77832,0.22338,0.50348
-0.11827,0.91906,0.12775,0.23381
-1.6152,-1.0422,-0.19049,0.036924
-2.6629,0.66307,-0.32922,0.56328
-0.7782,-1.2661,0.18322,-0.70997
1.4695,0.42839,-0.053179,0.021123
0.45598,1.4827,-0.77492,-0.84176
-0.55543,0.88456,-0.3484,0.46433
2.0944,1.5885,-0.10817,-0.1934
1.469,-0.9699,0.1922,-0.28004
-1.8703,0.049427,-0.4965,-0.67465
-1.5254,0.15379,-0.59154,-0.15955
1.6975,1.2651,-0.64478,-1.0167
0.86675,-1.0786,0.3505,-0.10213
0.38555,1.3461,-0.56244,-0.13888
-0.25205,0.84698,-0.3583,0.14535
-0.020193,0.88379,-0.078022,-0.093196
-2.5981,-1.3899,-0.051836,0.13965
-1.4504,-0.17488,-0.53584,-0.39378
0.12627,-0.32125,-0.025834,0.07367
0.82927,0.60766,-0.10617,-0.10654
-2.7989,-0.7511,0.020274,0.26822
-0.32539,-0.96875,0.3969,0.057227
-0.13663,1.2323,0.12847,-0.16689
-1.9984,-1.3239,0.29702,0.34716
-2.7865,-0.98087,-0.1069,0.014255
0.27903,1.2261,-0.50617,0.15132
1.4134,0.76637,-0.64036,-0.6972
1.0948,0.885,-0.15499,-0.022777
0.65192,0.56973,-0.12617,-0.3052
1.2092,0.83666,-0.17348,-0.14569
-2.8177,-1.4982,0.4565,0.70892
0.32882,0.32623,-0.2172,-0.097256
1.0792,1.2051,-0.46986,-0.28997
2.2375,-0.085825,-0.11321,-0.67815
-2.4162,-1.3218,-0.22635,-0.082558
-2.3038,-1.0175,0.27231,0.80993
1.6537,0.90086,0.12092,0.4503
0.34434,0.84586,-0.33751,-0.5095
-0.45324,0.18852,-0.026094,0.48005
1.1569,-0.84417,0.37484,0.17787
-0.42722,-0.22544,0.55893,0.34376
-2.0464,-1.171,-0.23853,-0.19843
-1.2716,0.25566,-0.37596,0.16484
0.1683,-1.295,0.45588,0.32186
1.1588,1.492,-0.11446,-0.35012
0.9154,-0.74509,0.23124,-0.32543
0.44548,-0.51784,0.13861,-0.11788
1.7905,2.4425,-0.73918,-0.425
2.0948,1.8337,0.28151,0.49896
1.067,-0.80516,0.48353,0.10348
-1.3577,0.25055,-0.14593,-0.30557
0.44123,-0.96079,0.31829,0.50698
2.0062,1.3397,-0.17457,-0.28662
1.8297,0.16916,0.32397,-0.28801
-0.53338,0.074075,-0.0656,-0.6353
-2.3739,-0.44388,-0.22841,0.33715
1.5511,1.5185,-0.21885,-0.49423
-1.8776,-0.34767,0.43244,1.1933
-2.4418,-0.96334,-0.033341,-0.13067
0.055066,-0.88783,0.28772,0.30387
0.37191,-0.89482,0.3086,-0.37514
-0.025075,1.8519,-0.33522,-0.2919
1.9396,-0.23294,0.50212,0.29029
-2.625,-1.2854,0.063447,0.32866
0.89363,-1.1556,0.41827,-0.0021238
0.29281,0.26129,-0.38031,-0.12462
-1.4006,-0.10593,-0.018043,-0.25908
2.436,0.17625,0.22266,-0.11566
-1.2585,0.6594,-0.31789,-0.39988
-0.22677,-0.39923,-0.098191,0.012266
-0.033113,-0.42419,0.069607,0.33118
1.1784,0.74334,0.33903,0.66575
-0.58368,-0.71669,-0.32972,-0.2846
-0.44817,1.0463,0.028377,-0.053434
0.06365,0.54163,-0.18359,-0.41253
0.39728,0.27924,-0.29745,-0.19107
0.91942,1.0207,-0.0022951,-0.37639
2.1236,0.06833,0.053399,-0.29473
1.2322,-0.20673,0.12045,-0.057121
0.21079,-1.2103,0.41302,0.28454
-1.5871,-0.38481,0.34081,0.28019
1.2389,0.17101,0.25533,0.55943
-2.348,-1.7514,0.35278,0.20028
1.1275,1.4868,-0.041601,-0.14299
1.3057,0.20954,-0.2092,-0.4566
-2.4829,-1.216,0.45832,0.45707
0.43567,-1.0867,0.37271,0.26299
-0.25862,0.61685,0.067846,0.0027809
0.78153,-0.2764,0.020072,-0.17092
-2.3323,-1.2424,0.34714,0.82672
-1.0676,-0.076365,-0.054438,-0.1994
-1.5715,-0.61751,0.46967,0.31021
-2.8699,-1.0266,-0.30903,-0.33379
1.432,-0.031682,-0.32667,-0.75869
-1.8708,-1.3165,0.65922,0.41032
-2.735,-0.53628,-0.22894,0.19113
-2.5517,-1.1169,-0.21668,-0.11048
-0.31129,-0.27624,-0.36984,-0.32211
-0.33658,-1.5566,0.083924,-0.35183
-0.74634,-0.61442,0.26696,0.49223
0.38473,-0.22117,-0.57826,-0.46603
-1.3319,0.5525,-0.11171,-0.20061
-0.25844,-1.0444,0.26645,0.35942
2.0794,1.0972,-0.45996,-0.93497
-0.37099,0.27058,-0.10861,0.45316
-1.0678,0.70433,-0.33966,-0.23926
1.5967,0.25896,-0.37515,-0.5822
1.4054,-0.31375,0.40943,0.16832
-2.6812,-0.91328,-0.099649,0.27252
0.71887,-0.80413,-0.26134,-0.64586
-0.23014,-0.83167,0.22161,-0.48943
1.8166,2.2577,-0.18477,-0.059526
1.3626,-0.15866,0.10633,-0.19053
-0.83128,-0.50768,0.42984,-0.060192
1.4336,0.41502,-0.35136,-0.62708
2.249,1.2497,-0.30831,-0.23921
0.97984,0.027959,-0.081812,0.19614
-1.3187,-0.95814,-0.063197,0.1983
1.2607,0.57992,-0.32732,-0.36015
0.15872,-0.017492,-0.023133,0.52645
-2.6832,-1.3325,0.47145,0.54832
1.6288,0.92677,0.022453,-0.22086
-0.44402,-0.59469,-0.40815,-0.32862
0.94584,0.3087,0.40599,-0.060498
0.19304,0.10103,-0.074076,-0.1278
0.65183,0.40934,-0.049341,-0.70373
-2.8722,0.088692,-0.022504,0.71509
-0.55332,-0.50822,0.62304,0.30178
0.72708,1.0387,-0.2679,-0.010316
-2.6257,-1.759,0.45554,0.27268
-2.0404,-0.72426,-0.10479,0.035985
1.691,0.69942,-0.12537,-0.74754
-1.6993,-1.6669,0.32277,0.50357
-2.565,-0.75955,-0.16385,0.12262
0.80102,-0.43464,0.40784,0.16385
1.1723,-0.94903,0.17437,-0.21809
-0.93073,-0.35759,0.16519,-0.34219
2.0397,1.1326,-0.15586,-0.5313
-2.7881,-1.4074,0.23401,0.36851
-1.4429,0.60834,0.1659,0.37474
1.7113,0.27145,-0.21456,-0.41292
-0.27428,-1.0862,0.24612,0.36552
1.997,0.24652,0.18086,-0.43697
-0.91905,-0.033383,-0.29695,0.070792
-2.1633,-1.354,0.31444,0.69428
-2.315,-0.14636,0.18624,0.57852
1.2819,1.3099,0.19279,0.11603
-2.6394,-0.68021,-0.11163,0.37577
1.7288,1.6041,0.0036534,0.46108
1.4458,-1.0172,0.39535,-0.14739
-1.3469,-1.1926,0.647,1.1596
