Prev.Length,Prev.Size,Browse.Time
90,0.6,17.15928255
60,0.8,16.26343222
60,0.6,15.98802271
75,0.7,14.45518628
90,0.8,19.34426283
90,0.6,17.1934079
60,0.8,16.14785643
60,0.6,12.07792587
75,0.7,11.99656929
90,0.8,18.59330114
90,0.6,16.42526617
60,0.8,18.75613486
60,0.6,12.97074001
75,0.7,14.90053581
90,0.8,18.68601994
90,0.6,12.34670118
60,0.8,18.58651419
60,0.6,10.41757905
75,0.7,11.03192186
90,0.8,26.66291456
90,0.6,14.92893309
60,0.8,17.40581729
60,0.6,17.66938596
75,0.7,11.90054801
90,0.8,18.75217071
90,0.6,21.51255158
60,0.8,17.76511175
60,0.6,10.59964961
75,0.7,17.12531468
90,0.8,22.12880887
90,0.6,17.30903189
60,0.8,17.9210507
60,0.6,13.89792719
75,0.7,16.94308094
90,0.8,18.88675286
90,0.6,16.69692234
60,0.8,21.40233563
60,0.6,17.61613284
75,0.7,16.2511627
90,0.8,17.87037598
90,0.6,13.00705229
60,0.8,20.11647034
60,0.6,15.09310333
75,0.7,16.41695496
90,0.8,24.13447334
90,0.6,14.60857557
60,0.8,15.15294346
60,0.6,13.43054562
75,0.7,12.1950795
90,0.8,17.07024164
90,0.6,18.03166097
60,0.8,23.37634909
60,0.6,16.14068613
75,0.7,22.19241335
90,0.8,17.86735565
90,0.6,18.50375891
60,0.8,17.43029686
60,0.6,11.81600545
75,0.7,13.65998582
90,0.8,21.40654057
90,0.6,16.89110673
60,0.8,14.1010117
60,0.6,11.2136479
75,0.7,9.020132775
90,0.8,19.64562608
90,0.6,19.81333551
60,0.8,19.96876885
60,0.6,15.6414651
75,0.7,13.68662282
90,0.8,17.14818895
90,0.6,17.06415994
60,0.8,13.8870693
60,0.6,15.86068152
75,0.7,6.449657733
90,0.8,20.05669678
90,0.6,15.18364327
60,0.8,23.08860744
60,0.6,18.38730845
75,0.7,14.91857987
90,0.8,16.85285016
90,0.6,15.96388754
60,0.8,22.2889373
60,0.6,13.6773639
75,0.7,16.64113235
90,0.8,18.34005776
90,0.6,16.28166396
